I,V,P,Q,T,Hydrogen,Oxygen,RH anode,Rh Cathode
0,492.613347,0,-3.33E-08,21.39516718,0.002002033,0.013887167,1.005143224,1.000001611
0,492.6145696,0,-3.36E-08,21.40069376,0.002002031,0.01388731,1.005154867,1.000001738
0,492.6180937,0,-3.46E-08,21.41654732,0.002002026,0.013887676,1.005187655,1.000005638
0,492.6229416,0,-3.58E-08,21.43814569,0.002002017,0.013888091,1.005230931,1.000012949
0,492.6231294,0,-3.58E-08,21.43897789,0.002002017,0.013888105,1.005232574,1.000013265
0,492.6232265,0,-3.58E-08,21.43940734,0.002002017,0.013888112,1.00523342,1.000013409
0,492.6232729,0,-3.58E-08,21.4396129,0.002002017,0.013888116,1.005233824,1.000013475
0.005471781,492.619334,0.002695505,4.67E-05,21.43966105,0.002002017,0.013888116,1.005233924,1.000013487
0.012200973,492.6144866,0.006010376,0.000104214,21.43970921,0.002002018,0.013888115,1.005234032,1.000013495
0.018930297,492.6096378,0.009325247,0.000161804,21.43975737,0.002002018,0.013888114,1.005234149,1.000013497
0.028377297,492.5071556,0.013976022,0.000245476,21.43982495,0.002002019,0.013888114,1.00523433,1.000013494
0.043684649,489.3656966,0.021377769,0.000515148,21.43993255,0.002002021,0.013888113,1.005234654,1.000013477
0.055260458,487.6522745,0.026947888,0.000746334,21.44001357,0.002002023,0.013888112,1.005234926,1.000013456
0.066873696,486.260592,0.032518043,0.000996279,21.44009463,0.002002025,0.013888112,1.005235222,1.000013431
0.083226903,484.6618357,0.040336904,0.001372942,21.44020849,0.002002028,0.013888112,1.005235675,1.000013391
0.117331254,482.146381,0.05657084,0.002230727,21.44044522,0.002002036,0.013888111,1.005236738,1.000013298
0.165072557,479.6358085,0.07917471,0.003552859,21.44077563,0.00200205,0.013888111,1.005238463,1.000013162
0.213037018,477.75101,0.101778651,0.00498677,21.44110703,0.002002068,0.013888111,1.005240428,1.00001303
0.276595642,475.8112789,0.131607326,0.007011119,21.44154598,0.002002098,0.013888112,1.005243299,1.000012871
0.378194178,473.4683054,0.179062956,0.0104725,21.44224848,0.002002158,0.013888114,1.005248307,1.000012654
0.516828079,471.1021348,0.243478812,0.01553402,21.44321068,0.002002266,0.013888118,1.005255596,1.000012422
0.68779453,468.9055062,0.322510642,0.022183472,21.44440567,0.00200244,0.013888126,1.005264789,1.000012216
0.909519465,466.7186744,0.424489719,0.03132346,21.4459727,0.002002733,0.01388814,1.005276432,1.000012048
1.217123401,464.3860069,0.565215076,0.044756347,21.44818449,0.002003261,0.013888162,1.005291529,1.000011935
1.637772101,461.9388965,0.756550637,0.064231697,21.45128931,0.002004209,0.013888198,1.005310144,1.0000119
2.191976291,459.4535675,1.007111327,0.091413941,21.45553633,0.002005841,0.013888249,1.005331936,1.000011916
2.923127783,456.9126078,1.335613938,0.129332471,21.46143649,0.00200863,0.013888322,1.005357795,1.000011873
3.160437156,456.2090648,1.441820079,0.142055182,21.46328647,0.002009614,0.013888342,1.005365376,1.000011779
3.399307558,455.5475791,1.548546329,0.155040181,21.46517593,0.002010667,0.013888362,1.005373158,1.000011654
3.638548192,454.9266088,1.65527239,0.168210863,21.46710573,0.002011788,0.013888383,1.005381009,1.000011525
4.165416681,453.6850991,1.88978748,0.197738594,21.47149117,0.002014483,0.01388843,1.005398009,1.000011225
6.271485524,449.9690349,2.821974288,0.32101741,21.4910592,0.00202814,0.013888608,1.005462427,1.000009422
8.372781502,447.5547797,3.747278381,0.44878328,21.51400654,0.00204608,0.013888758,1.005524798,1.000006166
8.9731572,446.9841171,4.010858749,0.486083187,21.52123607,0.002052037,0.013888697,1.005552505,1.000001648
9.188863725,446.7129787,4.104784685,0.500262166,21.52388212,0.002054366,0.013888422,1.005578314,0.99999432
9.331406183,446.532464,4.166775795,0.509707824,21.52564873,0.002055931,0.013888307,1.005602783,0.999990171
9.3753457,446.4767083,4.185873487,0.51263146,21.5261961,0.002056413,0.01388794,1.005611191,0.999986041
9.415183843,446.4275121,4.203197099,0.515280311,21.526693,0.00205685,0.013884278,1.0056189,0.999950047
9.446420616,446.3896837,4.21678471,0.517356204,21.5270836,0.002057193,0.013884087,1.005624958,0.999915891
9.47765905,446.3520263,4.230372322,0.519433343,21.52747555,0.002057535,0.01388471,1.005631001,0.999894075
9.508902717,446.3143708,4.243959933,0.521512845,21.52786887,0.002057878,0.013884935,1.005637013,0.999884833
9.550951835,446.2636993,4.262243098,0.52431495,21.52839993,0.002058339,0.013884951,1.005645026,0.999883293
9.614443423,446.1872336,4.289841913,0.528553461,21.52920521,0.002059035,0.013884917,1.005656894,0.999893059
9.697877454,446.0868302,4.326095412,0.534137124,21.53026937,0.00205995,0.01388486,1.005671959,0.99991907
9.813749096,445.9475746,4.376417607,0.541917484,21.53175844,0.002061211,0.013884755,1.005691687,0.999968408
9.931733539,445.8060575,4.427626974,0.549870164,21.53328822,0.002062446,0.013884638,1.005710243,1.000025792
10.09493549,445.6109115,4.498413407,0.560919977,21.53542734,0.002064103,0.013884519,1.005733499,1.000082835
10.34602966,445.3123664,4.607214951,0.578029006,21.53877146,0.002066713,0.013884372,1.005764354,1.000115697
10.70043009,444.895069,4.760568584,0.602393404,21.54360215,0.002070528,0.013884216,1.005799676,1.000116508
11.3022279,444.1979208,5.020426135,0.644332094,21.55220181,0.002077359,0.013884089,1.00584613,1.000110334
11.56220205,443.9012661,5.13247613,0.662665627,21.55605313,0.002080424,0.013884087,1.005861985,1.000107588
11.6477604,443.8043019,5.169326175,0.668726196,21.55733692,0.002081444,0.01388408,1.00586695,1.000107611
11.6905318,443.7559568,5.187743125,0.671760805,21.55798176,0.002081956,0.013884047,1.005869418,1.000107339
11.80208762,443.630254,5.235763128,0.679691002,21.55967326,0.002083297,0.013884016,1.005875802,1.000106524
12.01627811,443.3904719,5.327903224,0.694979026,21.56296036,0.002085894,0.013884045,1.005887883,1.00010613
12.23527915,443.1473955,5.422032087,0.710693862,21.56637504,0.00208858,0.013884074,1.005900068,1.000105545
12.50807052,442.8475018,5.539167783,0.730385269,21.57070503,0.002091966,0.013884099,1.005915126,1.000104043
13.2589644,442.0379042,5.860964837,0.785244018,21.58307019,0.002101504,0.013884197,1.005956531,1.000100071
13.89550499,441.3686551,6.133040348,0.832488011,21.59406843,0.002109825,0.013884303,1.005991717,1.000096898
13.98565962,441.2750611,6.171522803,0.839233264,21.59566456,0.00211102,0.013884321,1.005996715,1.000096499
14.02284621,441.2365412,6.187392161,0.842019346,21.59632576,0.002111514,0.013884326,1.00599878,1.000096319
14.02452304,441.2348054,6.188107695,0.84214503,21.59635562,0.002111537,0.013884327,1.005998873,1.00009631
14.02455598,441.2347713,6.188121749,0.842147498,21.59635621,0.002111537,0.013884327,1.005998875,1.00009631
14.02455938,441.2347678,6.188123204,0.842147754,21.59635627,0.002111537,0.013884327,1.005998875,1.00009631
14.02456019,441.234767,6.188123549,0.842147814,21.59635628,0.002111537,0.013884327,1.005998876,1.00009631
14.02456039,441.2347668,6.188123631,0.842147829,21.59635628,0.002111537,0.013884327,1.005998876,1.00009631
14.02456043,441.2347667,6.188123651,0.842147832,21.59635628,0.002111537,0.013884327,1.005998876,1.00009631
14.0245605,441.2347667,6.18812368,0.842147837,21.59635629,0.002111537,0.013884327,1.005998876,1.00009631
14.02456103,441.2347661,6.188123905,0.842147877,21.5963563,0.002111537,0.013884327,1.005998876,1.00009631
14.02456206,441.234765,6.188124344,0.842147954,21.59635631,0.002111537,0.013884327,1.005998876,1.00009631
14.02456386,441.2347632,6.188125112,0.842148089,21.59635635,0.002111537,0.013884327,1.005998876,1.00009631
14.02456796,441.2347589,6.188126862,0.842148396,21.59635642,0.002111538,0.013884327,1.005998876,1.00009631
14.02457726,441.2347493,6.18813083,0.842149093,21.59635658,0.002111539,0.013884327,1.005998876,1.00009631
14.02459594,441.23473,6.188138801,0.842150493,21.59635692,0.002111545,0.013884327,1.005998877,1.00009631
14.02463155,441.2346931,6.188153998,0.842153163,21.59635755,0.002111561,0.013884327,1.005998879,1.000096309
14.02468431,441.2346385,6.188176513,0.842157118,21.59635849,0.002111589,0.013884327,1.005998882,1.000096309
14.02473708,441.2345839,6.188199028,0.842161073,21.59635943,0.002111618,0.013884327,1.005998885,1.000096309
14.02481041,441.234508,6.188230318,0.842166569,21.59636074,0.002111658,0.013884327,1.005998889,1.000096308
14.0249368,441.2343771,6.188284252,0.842176042,21.59636299,0.002111728,0.013884327,1.005998895,1.000096308
14.02524786,441.2340552,6.188416986,0.842199358,21.59636852,0.002111898,0.013884327,1.005998908,1.000096306
14.02553616,441.2337568,6.188540011,0.842220968,21.59637366,0.002112056,0.013884327,1.005998918,1.000096305
14.02582447,441.2334584,6.188663036,0.842242578,21.59637879,0.002112214,0.013884327,1.005998927,1.000096303
14.02613082,441.2331413,6.188793765,0.842265541,21.59638425,0.002112381,0.013884327,1.005998933,1.000096302
14.0265256,441.2327328,6.18896222,0.842295132,21.59639128,0.002112595,0.013884327,1.005998938,1.0000963
14.02706781,441.2321717,6.189193591,0.842335774,21.59640093,0.002112887,0.013884327,1.005998938,1.000096297
14.02777318,441.2314418,6.189494587,0.842388647,21.5964135,0.002113264,0.013884327,1.005998927,1.000096293
14.0286973,441.2304857,6.189888922,0.842457917,21.59642995,0.002113752,0.013884327,1.005998896,1.000096288
14.02979836,441.2293466,6.190358765,0.842540451,21.59644957,0.002114325,0.013884327,1.005998831,1.000096283
14.03089943,441.2282077,6.190828607,0.842622987,21.59646918,0.002114889,0.013884328,1.005998739,1.000096277
14.03247793,441.2265752,6.191502179,0.842741313,21.5964973,0.002115684,0.013884328,1.005998558,1.000096269
14.03495586,441.2240132,6.192559551,0.842927067,21.59654145,0.0021169,0.013884328,1.005998165,1.000096256
14.03824968,441.2206087,6.193965067,0.843173991,21.59660016,0.002118457,0.013884329,1.00599744,1.000096239
14.04251464,441.2162023,6.195784983,0.843493734,21.59667619,0.002120381,0.01388433,1.005996182,1.000096218
14.04879857,441.2097138,6.198466395,0.843964873,21.59678826,0.002123039,0.013884331,1.00599372,1.000096185
14.05878057,441.1994154,6.202725769,0.844713366,21.59696639,0.002126872,0.013884332,1.005988497,1.000096133
14.07492618,441.1827784,6.209615039,0.845924277,21.59725476,0.002132198,0.013884334,1.005977252,1.000096047
14.10050249,441.1564686,6.220527884,0.847843152,21.59771224,0.002138852,0.013884338,1.005954328,1.000095904
14.14369488,441.1121401,6.238955518,0.851085707,21.59848676,0.002146589,0.013884343,1.005907834,1.000095653
14.21145615,441.0427992,6.267860401,0.856178235,21.59970729,0.002153451,0.01388435,1.005829719,1.000095252
14.29732056,440.955215,6.304478063,0.862641497,21.60126425,0.002157697,0.01388436,1.005737616,1.000094763
14.4071565,440.8435601,6.35130216,0.870926307,21.60327367,0.002160881,0.013884373,1.005642739,1.000094191
14.5492381,440.6997077,6.411844976,0.881672125,21.60590299,0.002164333,0.013884393,1.005556051,1.000093518
14.75318874,440.494336,6.498696076,0.897153555,21.60973545,0.002169243,0.013884423,1.005480217,1.000092607
15.00716891,440.2404211,6.60676236,0.916524556,21.61460151,0.002175235,0.013884465,1.005442909,1.000091491
15.37944035,439.8718863,6.764983438,0.94509938,21.62191493,0.002183655,0.013884532,1.005441863,1.000089853
16.25993859,439.0168352,7.138386779,1.013529593,21.64004667,0.002202435,0.013884703,1.005447835,1.000086023
17.39940426,437.9413349,7.619918329,1.103836775,21.66544248,0.002225623,0.013884954,1.005461991,1.00008127
18.48001461,436.9447248,8.074744896,1.191400136,21.69269988,0.00224794,0.01388525,1.005472464,1.000076976
19.41287386,436.0897569,8.465755443,1.268774639,21.72165817,0.002269379,0.013885383,1.00548084,1.000071368
20.12860299,435.4174089,8.764344158,1.329745428,21.75208072,0.00228959,0.013885888,1.005489332,1.000070387
20.48911492,435.0638191,8.914072587,1.361235402,21.77290206,0.002302247,0.013886248,1.005495271,1.000068476
20.91129188,434.659058,9.089282429,1.398217859,21.7978797,0.002316839,0.013886587,1.005503076,1.000064737
21.24474231,434.3252663,9.227128361,1.428067735,21.82344709,0.002330749,0.013886952,1.005510253,1.000062354
21.49905598,434.0542811,9.331757288,1.451436377,21.84951747,0.002343866,0.013887315,1.005517055,1.000060276
21.84603847,433.6959916,9.474539318,1.483249299,21.88582649,0.002361115,0.013887732,1.005526995,1.000056614
22.19299567,433.3493995,9.617321346,1.515016248,21.92294751,0.002377669,0.013888079,1.005536907,1.000052997
22.59603592,432.9689202,9.783381275,1.551642016,21.96342012,0.002394749,0.013888375,1.005547312,1.000049401
22.835286,432.7801168,9.882657741,1.572483298,21.97516382,0.002400052,0.013888362,1.005551468,1.000046733
23.07470958,432.5919758,9.981934208,1.593427722,21.9870284,0.002405498,0.013888374,1.005555255,1.00004482
23.31430188,432.4045698,10.08121068,1.614469643,21.99901881,0.002410901,0.013888388,1.005558318,1.000043726
24.07736633,431.8146251,10.39695892,1.681958731,22.03799927,0.002427995,0.013888443,1.005567344,1.000041026
25.65120762,430.6374577,11.04637084,1.82305969,22.11949453,0.002462527,0.013888543,1.00558504,1.000035845
26.13300542,430.3020975,11.24508705,1.866225703,22.13732456,0.002470546,0.013888477,1.005590073,1.000032782
26.61543316,429.9687023,11.44380326,1.909735982,22.15546875,0.002478818,0.013888432,1.005594526,1.000030203
27.09684964,429.638756,11.64185677,1.953434602,22.17393738,0.002487139,0.01388821,1.005598176,1.0000236
27.78898993,429.1691071,11.92617599,2.016720635,22.20106575,0.002499245,0.013888212,1.00560319,1.000022903
28.48013971,428.7054688,12.20959165,2.080441832,22.22887825,0.002511559,0.013888214,1.005608229,1.000023912
29.6220146,427.9513756,12.6767819,2.186819503,22.27641243,0.002532398,0.013888172,1.005616564,1.000022075
31.08403319,427.0073207,13.27310973,2.324951927,22.34017532,0.002559924,0.01388816,1.005627014,1.000019158
33.98416753,425.2042462,14.45021234,2.605015886,22.47662742,0.002616993,0.013888192,1.005646812,1.000012712
37.21848265,423.2974139,15.75448745,2.926192357,22.64543499,0.002684113,0.013888283,1.005668065,1.000003124
38.3114968,422.6722171,16.19320529,3.036964384,22.71206388,0.002709098,0.013888367,1.005675641,1.00000041
39.02270818,422.2684283,16.47805765,3.109757026,22.76188046,0.002727,0.01388845,1.005680496,0.999999141
40.1557866,421.6297942,16.93087604,3.22690697,22.85648243,0.002759012,0.013907852,1.005688893,0.999999607
41.43121174,420.9179341,17.43914005,3.360526879,22.99554613,0.002801732,0.013980435,1.005700047,1.000005029
41.89329852,420.656755,17.62269901,3.409801749,23.07031249,0.002822388,0.014035762,1.005704761,1.000003175
42.29060204,420.4368712,17.7805284,3.452106634,23.1354134,0.002839468,0.01409052,1.005709816,1.000005456
42.71033284,420.2085157,17.94724557,3.496783244,23.20495958,0.002856942,0.014154182,1.005715292,1.000003145
43.03529249,420.034239,18.07629633,3.53137549,23.25933707,0.002870063,0.014207325,1.005719262,0.999998519
43.02661652,420.0255339,18.07227758,3.53147382,23.29773886,0.002878114,0.014244897,1.005718333,0.99999935
42.93357649,420.0618897,18.03475927,3.522568968,23.32308446,0.002882718,0.014268685,1.005716854,1.000001918
42.87202819,420.0863392,18.00995338,3.516639459,23.33982463,0.002885542,0.014283702,1.005716711,1.000003736
42.77060271,420.1271145,17.9690899,3.506824404,23.3673625,0.002890015,0.014307136,1.005718044,1.000006388
42.55367572,420.21567,17.88172135,3.48572718,23.42607566,0.002898903,0.01435208,1.005722072,1.000011124
42.24767868,420.3428982,17.75851169,3.455820911,23.50847176,0.002909864,0.014404158,1.005727508,1.000015797
41.83456156,420.518044,17.592188,3.415289968,23.61889097,0.002921937,0.014455159,1.005733872,1.000019237
41.14730637,420.8169325,17.31548325,3.347621232,23.80031053,0.002936126,0.014497012,1.005743544,1.000021433
40.06532631,421.3094512,16.87990064,3.240499417,24.03033098,0.002944147,0.014474997,1.005753994,1.000024271
38.64448006,421.9834536,16.30733116,3.099889083,24.25271892,0.002940929,0.01438809,1.005762666,1.000027403
37.6329696,422.477458,15.89908133,3.000205834,24.40610917,0.002933643,0.014315069,1.005769119,1.000026415
36.62287786,422.9823639,15.49083145,2.901140688,24.55495806,0.002923142,0.014249665,1.005774297,1.000024221
35.07031372,423.7819081,14.86216447,2.749898765,24.77522607,0.002902152,0.014167449,1.005780637,1.000020583
33.95397505,424.3757561,14.40924383,2.641955915,24.92719076,0.002884038,0.014120357,1.005783945,1.000017959
33.52261065,424.6031175,14.23380499,2.600801965,24.96137506,0.002878633,0.014110872,1.005782966,1.000019635
33.06807349,424.8448606,14.04880107,2.557534532,24.99510478,0.002872766,0.014101771,1.00578277,1.000021092
32.61386074,425.0891149,13.8637972,2.514390756,25.02835959,0.002866709,0.014093037,1.005783362,1.000021709
31.84742277,425.5069662,13.55130024,2.441876687,25.08344364,0.002855978,0.014079084,1.005784194,1.000021874
29.78109371,426.6696308,12.70668826,2.248409612,25.22551103,0.00282395,0.014045843,1.005785205,1.000020752
26.27034133,428.7795449,11.264185,1.927055317,25.44533103,0.002761191,0.014001565,1.005784696,1.000017297
24.77756525,429.7364954,10.64782406,1.793399761,25.53051932,0.002731657,0.013987005,1.00578374,1.00001604
24.332295,430.0357202,10.46375601,1.753675141,25.55978292,0.002721301,0.013982247,1.005784079,1.000014022
24.21680875,430.1288384,10.41634782,1.742858383,25.57843871,0.002715533,0.013979218,1.005785811,1.000010172
24.12423341,430.203098,10.37831995,1.734254966,25.59330017,0.002711084,0.013976872,1.005786344,1.00000717
24.03170547,430.2770817,10.3402921,1.725700606,25.60807872,0.002706621,0.013974592,1.005786083,1.000004655
23.85916225,430.4148173,10.26933696,1.70982135,25.63543472,0.002698409,0.013970501,1.005785471,1.000000344
23.73178688,430.5164044,10.21692356,1.698148474,25.65545956,0.002692473,0.013967609,1.005785074,0.999997317
23.28571958,430.8726549,10.03317982,1.657496868,25.72445496,0.002672585,0.013958258,1.005783832,0.999999344
22.5383962,431.472712,9.724702934,1.590141348,25.83617874,0.002641989,0.013944922,1.005781049,1.00002587
22.05046191,431.8670844,9.522868697,1.546654692,25.90654938,0.002623655,0.013937672,1.005778661,1.000037492
21.16131254,432.6007633,9.154399957,1.468118131,26.03648592,0.002591413,0.01392623,1.005772816,1.000035359
21.22458171,432.5693882,9.181104325,1.473063402,26.04339352,0.002590253,0.01392563,1.005773874,1.00003282
21.28788044,432.5375966,9.207808643,1.478042195,26.05030797,0.002589327,0.013925049,1.005774967,1.000030114
21.3512081,432.5054107,9.234513028,1.483051304,26.05723148,0.002588429,0.013924484,1.005775352,1.000028094
21.51241151,432.4221664,9.302443592,1.495891078,26.07488669,0.002586194,0.013923095,1.005774898,1.000024534
21.98988151,432.1678314,9.503319406,1.534398322,26.12748317,0.002580861,0.013919319,1.005772196,1.000017687
22.61657624,431.8201909,9.766294271,1.585778578,26.1972939,0.002576893,0.013915015,1.005768151,1.000009524
23.13029561,431.5259454,9.981322683,1.628494598,26.25525005,0.002576062,0.013911961,1.005764953,1.000001195
23.30769178,431.4227009,10.05546734,1.643360442,26.27542683,0.002576245,0.013910997,1.005763832,0.999997788
23.99128528,431.0187658,10.34069417,1.70118243,26.35406875,0.00257869,0.013907649,1.005758803,0.999999412
25.43705265,430.1420062,10.94154486,1.826079602,26.5254942,0.002591158,0.013902134,1.005746046,1.000041767
25.79797798,429.922175,11.0911228,1.857650123,26.55403671,0.002594809,0.013901371,1.005744932,1.000046445
26.3420328,429.5939542,11.31637803,1.905430372,26.58304351,0.002599842,0.01390057,1.005744531,1.00004516
26.81423981,429.3087621,11.5115881,1.947263231,26.60861616,0.002604611,0.013899936,1.005742699,1.000043269
27.28709141,429.0233094,11.70679826,1.989453555,26.63461673,0.002609656,0.01389934,1.0057404,1.000041339
28.27321713,428.4297881,12.11308842,2.078311816,26.69014219,0.002621244,0.013898202,1.005736029,1.000037084
30.62704438,427.0330799,13.07876109,2.294680758,26.81970616,0.002652577,0.013896051,1.005726592,1.000026438
31.25426022,426.6726165,13.33533698,2.352998598,26.84499076,0.002660137,0.013895638,1.005726514,1.000022371
31.88248844,426.3128002,13.59191292,2.4118808,26.87079366,0.002668146,0.013895248,1.005725228,1.000018394
32.51170561,425.9539329,13.84848887,2.471299093,26.89713239,0.002676405,0.013894891,1.005723063,1.000015252
34.05214632,425.0833581,14.47500071,2.618491466,26.96375195,0.002697844,0.013894098,1.005717918,1.000007408
34.91041203,424.6034855,14.82308263,2.701537392,27.00218995,0.002710532,0.01389369,1.00571509,1.000002221
35.51868346,424.2659805,15.06936906,2.760828035,27.03001493,0.002719817,0.013893329,1.005713324,0.999997016
36.50431814,423.7234331,15.46773501,2.85764652,27.07614429,0.002735352,0.013892997,1.005710553,0.999999735
37.49210236,423.1851497,15.86610095,2.955584148,27.12367539,0.002751487,0.013892645,1.005707764,1.000008922
38.84985868,422.4543533,16.41229193,3.09164821,27.19115985,0.002774502,0.013892194,1.005703855,1.000022869
40.65891862,421.4975388,17.13763413,3.27543885,27.28500497,0.002806518,0.013924101,1.005698564,1.000028566
42.82754158,420.3768055,18.00370512,3.499334063,27.40353682,0.002846671,0.014033486,1.005692108,1.000017105
44.00620018,419.7797659,18.47291241,3.622585446,27.47074805,0.002869227,0.014126478,1.005688582,1.00000229
44.37112558,419.596654,18.61797583,3.660960649,27.49196098,0.002876306,0.014160122,1.005687477,0.999997203
45.6944658,418.9362957,19.14307024,3.801206763,27.57778292,0.00290409,0.014311042,1.005681168,0.99999767
45.99855153,418.7782177,19.26319143,3.834253412,27.61489741,0.002914924,0.01438169,1.005673467,1.000006592
46.30262382,418.6223396,19.38331271,3.867226239,27.65235029,0.002925305,0.014453975,1.005667464,1.000014828
46.60672712,418.4682129,19.5034338,3.900172851,27.69012064,0.002935579,0.014527557,1.005664452,1.000019674
47.46139507,418.0419838,19.84085575,3.992861556,27.79788316,0.002963946,0.014740565,1.005657134,1.00001976
48.07575562,417.7412904,20.08322819,4.059610178,27.87680018,0.002983767,0.014899128,1.00565175,1.000010269
48.50589864,417.5331978,20.25282297,4.106433326,27.93276487,0.002997352,0.015012657,1.005647328,1.000000177
48.70670462,417.4367021,20.33196615,4.128318661,27.95908998,0.003003616,0.015066339,1.005645205,0.999998829
50.21878662,416.722578,20.92730222,4.29365311,28.16131218,0.0030495,0.015482424,1.005629522,1.000025508
50.74527453,416.4786934,21.13432563,4.3514544,28.23336875,0.003064949,0.015632167,1.005647406,1.000048944
51.98368986,415.9136071,21.62072396,4.487922461,28.40613196,0.003100462,0.015992465,1.005688485,1.000055026
52.89421132,415.5051163,21.97781542,4.58873244,28.53604955,0.003125888,0.016264091,1.005661607,1.000044443
53.1594279,415.3856789,22.08166505,4.618358209,28.58825321,0.003135485,0.01637257,1.005652664,1.000040779
52.9568857,415.4698933,22.00199165,4.596587157,28.60785319,0.003138316,0.016412285,1.005642818,1.000042703
52.78896103,415.5403726,21.93594454,4.578482963,28.62405044,0.003140156,0.016443951,1.005631979,1.000044328
52.62102752,415.6113712,21.8698974,4.560338901,28.64019251,0.003141709,0.01647437,1.005622676,1.000044937
52.28800591,415.753208,21.7389062,4.524305016,28.67204118,0.00314441,0.016531081,1.005611884,1.000044756
51.4839374,416.0993162,21.42243115,4.437296664,28.74806717,0.003149551,0.016649206,1.00560202,1.000042842
50.21785508,416.6520251,20.92337102,4.300723373,28.86525596,0.003154028,0.016784725,1.005595103,1.000040035
48.43077438,417.4464212,20.21725344,4.109335737,29.02528827,0.003153468,0.016881052,1.005581683,1.000038336
46.20885899,418.4586482,19.33649667,3.873920628,29.21521623,0.003143064,0.016864993,1.00556203,1.000038611
43.93664315,419.5241739,18.43248392,3.636288314,29.39882369,0.003123208,0.016714617,1.005541619,1.000040231
41.67799063,420.6161522,17.53043605,3.403371885,29.57422737,0.00309578,0.016447631,1.005520842,1.000042052
40.70500556,421.1033295,17.14101337,3.303707344,29.6640125,0.003079873,0.016267546,1.005511373,1.000041649
39.90609565,421.5071076,16.82070295,3.222496025,29.7356738,0.003066113,0.016106574,1.005501188,1.000042182
39.10842621,421.9139998,16.50039253,3.141929562,29.80541428,0.003051727,0.015937354,1.005490729,1.000042716
37.60823208,422.690496,15.89664227,2.991758834,29.93173531,0.00302337,0.015642256,1.005471551,1.000041007
36.02222958,423.5284181,15.25643791,2.834917684,30.05846737,0.002991845,0.015368994,1.005450891,1.000038076
33.84456933,424.7110197,14.37416155,2.622839979,30.22126284,0.002946478,0.01505868,1.005421304,1.000034389
31.68070026,425.9293031,13.49373858,2.415897197,30.37033276,0.002899381,0.014813832,1.005390428,1.00003116
30.79520806,426.4418921,13.13236679,2.332307435,30.42770766,0.00287961,0.014729852,1.005377699,1.000029898
30.63632757,426.5393748,13.06760001,2.31715889,30.44254594,0.002874727,0.014708938,1.005375396,1.00002855
30.74026722,426.4910084,13.11044756,2.326320285,30.44869678,0.002873419,0.014700297,1.005376857,1.000025812
30.84426154,426.4422114,13.1532951,2.335536066,30.45486136,0.002872474,0.014691762,1.005378694,1.000022475
30.94830908,426.3930106,13.19614268,2.344802704,30.46104283,0.002871589,0.014683324,1.005379478,1.000019573
31.19127065,426.2770077,13.29612152,2.366581202,30.47553465,0.002869493,0.014663988,1.005378295,1.000014274
31.7947342,425.9844379,13.54406198,2.421275831,30.51189491,0.002864869,0.014618068,1.005371168,1.000004444
32.20936252,425.7804915,13.71411821,2.459276814,30.5371868,0.002862299,0.01458819,1.005365043,1.000000765
32.76036717,425.5074201,13.93977931,2.51014998,30.5712097,0.002859821,0.014550422,1.00535832,0.999997915
34.10828153,424.8325257,14.49030739,2.636230917,30.65653196,0.00285791,0.01446643,1.005342605,1.000000771
35.6695318,424.0420537,15.12538152,2.785064267,30.75922367,0.002862198,0.014382587,1.005324348,1.000009648
37.1202894,423.3031689,15.71313614,2.925916089,30.85854638,0.002871463,0.014315935,1.005307426,1.000014824
37.68473375,423.0190972,15.94136205,2.981080276,30.88535494,0.002875591,0.014300006,1.005305698,1.000012471
38.29072478,422.7146605,16.18605073,3.040683289,30.91262349,0.002880471,0.014284655,1.005303309,1.000008959
38.8976216,422.4098715,16.43073934,3.100795961,30.9403806,0.002885732,0.014269885,1.00529934,1.000005654
39.76943653,421.9728496,16.78162246,3.187822511,30.98123026,0.002893938,0.014255943,1.005293119,1.000000785
40.27810091,421.7184749,16.98601929,3.238951071,31.00561023,0.002899099,0.014253578,1.005289556,0.999997366
41.69798591,421.0121141,17.5553572,3.382941723,31.07555248,0.002914875,0.014276186,1.005280094,0.999998211
44.77121609,419.5055798,18.78177496,3.700729605,31.23817936,0.002955194,0.014456852,1.005259165,1.000027535
46.38297647,418.7290197,19.42189827,3.87059612,31.3293977,0.002979445,0.014619541,1.005248135,1.000036842
49.07258406,417.4572701,20.48570698,4.158598128,31.49188411,0.003023742,0.014977714,1.005228763,1.00002656
50.64757012,416.7267045,21.10619499,4.329783729,31.59335469,0.00305178,0.01523537,1.005216868,1.000005307
51.21348747,416.4669023,21.32872248,4.391724368,31.63073651,0.003062135,0.015335164,1.005212642,0.999994279
53.19924116,415.5665476,22.10782498,4.610820786,31.7658077,0.003099457,0.015711121,1.005197667,0.999996707
55.96493807,414.3406515,23.1885489,4.920404633,31.96407827,0.003153698,0.01629511,1.005176071,1.000040361
57.31361054,413.753738,23.7137206,5.073249295,32.06683594,0.003181399,0.016608493,1.00516427,1.000050944
59.82917859,412.6777857,24.69017294,5.36149731,32.26787313,0.003234457,0.017230502,1.005141831,1.000040524
61.42026054,412.0077947,25.30562609,5.546069604,32.41470379,0.003271565,0.017686596,1.005121748,1.000022655
62.35405651,411.6181252,25.66605984,5.655247467,32.51720017,0.003296182,0.018001648,1.005105546,1.000003207
62.70246218,411.4734382,25.8003977,5.696146844,32.56072614,0.00330625,0.018133935,1.005098379,0.999993037
